A3,Mass percent Fe,Mass percent Si,Mass percent Al,Mass percent Mn,Temperature [Â°C]
908.24058,95.9,1.5,0.6,1.8,800
895.25378,95.6,1.5,0.6,2.1,800
882.85147,95.3,1.5,0.6,2.4,800
870.98265,95,1.5,0.6,2.7,800
859.60337,94.7,1.5,0.6,3,800
1061.52232,97.4,1.5,0.9,0,800
1038.27053,97.1,1.5,0.9,0.3,800
1017.2425,96.8,1.5,0.9,0.6,800
997.94063,96.5,1.5,0.9,0.9,800
980.03961,96.2,1.5,0.9,1.2,800
963.31119,95.9,1.5,0.9,1.5,800
947.58671,95.6,1.5,0.9,1.8,800
932.73662,95.3,1.5,0.9,2.1,800
918.65832,95,1.5,0.9,2.4,800
905.26855,94.7,1.5,0.9,2.7,800
892.49847,94.4,1.5,0.9,3,800
,97.1,1.5,1.2,0,800
1119.38537,96.8,1.5,1.2,0.3,800
1086.15461,96.5,1.5,1.2,0.6,800
1058.91159,96.2,1.5,1.2,0.9,800
1035.20443,95.9,1.5,1.2,1.2,800
1013.94475,95.6,1.5,1.2,1.5,800
994.53067,95.3,1.5,1.2,1.8,800
976.58482,95,1.5,1.2,2.1,800
959.85019,94.7,1.5,1.2,2.4,800
944.14119,94.4,1.5,1.2,2.7,800
929.31782,94.1,1.5,1.2,3,800
,96.8,1.5,1.5,0,800
,96.5,1.5,1.5,0.3,800
,96.2,1.5,1.5,0.6,800
,95.9,1.5,1.5,0.9,800
,95.6,1.5,1.5,1.2,800
1091.52621,95.3,1.5,1.5,1.5,800
1060.80822,95,1.5,1.5,1.8,800
1035.24542,94.7,1.5,1.5,2.1,800
1012.83944,94.4,1.5,1.5,2.4,800
992.65538,94.1,1.5,1.5,2.7,800
974.16199,93.8,1.5,1.5,3,800
,96.5,1.5,1.8,0,800
,96.2,1.5,1.8,0.3,800
,95.9,1.5,1.8,0.6,800
,95.6,1.5,1.8,0.9,800
,95.3,1.5,1.8,1.2,800
,95,1.5,1.8,1.5,800
,94.7,1.5,1.8,1.8,800
,94.4,1.5,1.8,2.1,800
1114.3943,94.1,1.5,1.8,2.4,800
1070.41505,93.8,1.5,1.8,2.7,800
1039.86351,93.5,1.5,1.8,3,800
,96.2,1.5,2.1,0,800
,95.9,1.5,2.1,0.3,800
,95.6,1.5,2.1,0.6,800
,95.3,1.5,2.1,0.9,800
,95,1.5,2.1,1.2,800
,94.7,1.5,2.1,1.5,800
,94.4,1.5,2.1,1.8,800
,94.1,1.5,2.1,2.1,800
,93.8,1.5,2.1,2.4,800
,93.5,1.5,2.1,2.7,800
,93.2,1.5,2.1,3,800
,95.9,1.5,2.4,0,800
,95.6,1.5,2.4,0.3,800
,95.3,1.5,2.4,0.6,800
,95,1.5,2.4,0.9,800
,94.7,1.5,2.4,1.2,800
,94.4,1.5,2.4,1.5,800
,94.1,1.5,2.4,1.8,800
,93.8,1.5,2.4,2.1,800
,93.5,1.5,2.4,2.4,800
,93.2,1.5,2.4,2.7,800
,92.9,1.5,2.4,3,800
,95.6,1.5,2.7,0,800
,95.3,1.5,2.7,0.3,800
,95,1.5,2.7,0.6,800
,94.7,1.5,2.7,0.9,800
,94.4,1.5,2.7,1.2,800
,94.1,1.5,2.7,1.5,800
,93.8,1.5,2.7,1.8,800
,93.5,1.5,2.7,2.1,800
,93.2,1.5,2.7,2.4,800
,92.9,1.5,2.7,2.7,800
,92.6,1.5,2.7,3,800
,95.3,1.5,3,0,800
,95,1.5,3,0.3,800
,94.7,1.5,3,0.6,800
,94.4,1.5,3,0.9,800
,94.1,1.5,3,1.2,800
,93.8,1.5,3,1.5,800
,93.5,1.5,3,1.8,800
,93.2,1.5,3,2.1,800
,92.9,1.5,3,2.4,800
,92.6,1.5,3,2.7,800
,92.3,1.5,3,3,800
932.7507,98,1.8,0,0,800
917.31925,97.7,1.8,0,0.3,800
902.69967,97.4,1.8,0,0.6,800
888.80714,97.1,1.8,0,0.9,800
875.57098,96.8,1.8,0,1.2,800
862.93142,96.5,1.8,0,1.5,800
850.83735,96.2,1.8,0,1.8,800
839.24461,95.9,1.8,0,2.1,800
828.11474,95.6,1.8,0,2.4,800
817.41403,95.3,1.8,0,2.7,800
807.1128,95,1.8,0,3,800
978.07136,97.7,1.8,0.3,0,800
960.54045,97.4,1.8,0.3,0.3,800
944.08716,97.1,1.8,0.3,0.6,800
928.57315,96.8,1.8,0.3,0.9,800
913.88867,96.5,1.8,0.3,1.2,800
899.94457,96.2,1.8,0.3,1.5,800
886.66703,95.9,1.8,0.3,1.8,800
873.99397,95.6,1.8,0.3,2.1,800
861.87248,95.3,1.8,0.3,2.4,800
850.25703,95,1.8,0.3,2.7,800
839.10802,94.7,1.8,0.3,3,800
1030.96365,97.4,1.8,0.6,0,800
1009.85651,97.1,1.8,0.6,0.3,800
990.43643,96.8,1.8,0.6,0.6,800
972.39907,96.5,1.8,0.6,0.9,800
955.52736,96.2,1.8,0.6,1.2,800
939.65892,95.9,1.8,0.6,1.5,800
924.66783,95.6,1.8,0.6,1.8,800
910.45361,95.3,1.8,0.6,2.1,800
896.93425,95,1.8,0.6,2.4,800
884.0416,94.7,1.8,0.6,2.7,800
871.7182,94.4,1.8,0.6,3,800
1104.09146,97.1,1.8,0.9,0,800
1073.91894,96.8,1.8,0.9,0.3,800
1048.14642,96.5,1.8,0.9,0.6,800
1025.27771,96.2,1.8,0.9,0.9,800
1004.54021,95.9,1.8,0.9,1.2,800
985.46913,95.6,1.8,0.9,1.5,800
967.75661,95.3,1.8,0.9,1.8,800
951.18466,95,1.8,0.9,2.1,800
935.59124,94.7,1.8,0.9,2.4,800
920.85134,94.4,1.8,0.9,2.7,800
906.86565,94.1,1.8,0.9,3,800
,96.8,1.8,1.2,0,800
,96.5,1.8,1.2,0.3,800
,96.2,1.8,1.2,0.6,800
1104.63325,95.9,1.8,1.2,0.9,800
1072.26766,95.6,1.8,1.2,1.2,800
1045.48401,95.3,1.8,1.2,1.5,800
1022.07997,95,1.8,1.2,1.8,800
1001.04268,94.7,1.8,1.2,2.1,800
981.80157,94.4,1.8,1.2,2.4,800
963.99484,94.1,1.8,1.2,2.7,800
947.37426,93.8,1.8,1.2,3,800
,96.5,1.8,1.5,0,800
,96.2,1.8,1.5,0.3,800
,95.9,1.8,1.5,0.6,800
,95.6,1.8,1.5,0.9,800
,95.3,1.8,1.5,1.2,800
,95,1.8,1.5,1.5,800
1117.97674,94.7,1.8,1.5,1.8,800
1077.17361,94.4,1.8,1.5,2.1,800
1047.00706,94.1,1.8,1.5,2.4,800
1021.74696,93.8,1.8,1.5,2.7,800
999.54229,93.5,1.8,1.5,3,800
,96.2,1.8,1.8,0,800
,95.9,1.8,1.8,0.3,800
,95.6,1.8,1.8,0.6,800
,95.3,1.8,1.8,0.9,800
,95,1.8,1.8,1.2,800
,94.7,1.8,1.8,1.5,800
,94.4,1.8,1.8,1.8,800
,94.1,1.8,1.8,2.1,800
,93.8,1.8,1.8,2.4,800
,93.5,1.8,1.8,2.7,800
1097.59419,93.2,1.8,1.8,3,800
,95.9,1.8,2.1,0,800
,95.6,1.8,2.1,0.3,800
,95.3,1.8,2.1,0.6,800
,95,1.8,2.1,0.9,800
,94.7,1.8,2.1,1.2,800
,94.4,1.8,2.1,1.5,800
,94.1,1.8,2.1,1.8,800
,93.8,1.8,2.1,2.1,800
,93.5,1.8,2.1,2.4,800
,93.2,1.8,2.1,2.7,800
,92.9,1.8,2.1,3,800
,95.6,1.8,2.4,0,800
,95.3,1.8,2.4,0.3,800
,95,1.8,2.4,0.6,800
,94.7,1.8,2.4,0.9,800
,94.4,1.8,2.4,1.2,800
,94.1,1.8,2.4,1.5,800
,93.8,1.8,2.4,1.8,800
,93.5,1.8,2.4,2.1,800
,93.2,1.8,2.4,2.4,800
,92.9,1.8,2.4,2.7,800
,92.6,1.8,2.4,3,800
,95.3,1.8,2.7,0,800
,95,1.8,2.7,0.3,800
,94.7,1.8,2.7,0.6,800
,94.4,1.8,2.7,0.9,800
,94.1,1.8,2.7,1.2,800
,93.8,1.8,2.7,1.5,800
,93.5,1.8,2.7,1.8,800
,93.2,1.8,2.7,2.1,800
,92.9,1.8,2.7,2.4,800
,92.6,1.8,2.7,2.7,800
,92.3,1.8,2.7,3,800
,95,1.8,3,0,800
,94.7,1.8,3,0.3,800
,94.4,1.8,3,0.6,800
,94.1,1.8,3,0.9,800
,93.8,1.8,3,1.2,800
,93.5,1.8,3,1.5,800
,93.2,1.8,3,1.8,800
,92.9,1.8,3,2.1,800
,92.6,1.8,3,2.4,800
,92.3,1.8,3,2.7,800
,92,1.8,3,3,800
954.88335,97.7,2.1,0,0,800
937.83528,97.4,2.1,0,0.3,800
921.77708,97.1,2.1,0,0.6,800
906.58978,96.8,2.1,0,0.9,800
892.17734,96.5,2.1,0,1.2,800
878.46072,96.2,2.1,0,1.5,800
865.37379,95.9,2.1,0,1.8,800
852.86047,95.6,2.1,0,2.1,800
840.8727,95.3,2.1,0,2.4,800
829.3689,95,2.1,0,2.7,800
818.31282,94.7,2.1,0,3,800
1004.6811,97.4,2.1,0.3,0,800
984.80657,97.1,2.1,0.3,0.3,800
966.35259,96.8,2.1,0.3,0.6,800
949.09618,96.5,2.1,0.3,0.9,800
932.87045,96.2,2.1,0.3,1.2,800
917.54597,95.9,2.1,0.3,1.5,800
903.01946,95.6,2.1,0.3,1.8,800
889.2067,95.3,2.1,0.3,2.1,800
876.03773,95,2.1,0.3,2.4,800
863.4536,94.7,2.1,0.3,2.7,800
851.40401,94.4,2.1,0.3,3,800
1066.83821,97.1,2.1,0.6,0,800
1041.32183,96.8,2.1,0.6,0.3,800
1018.515,96.5,2.1,0.6,0.6,800
997.74354,96.2,2.1,0.6,0.9,800
978.58762,95.9,2.1,0.6,1.2,800
960.76254,95.6,2.1,0.6,1.5,800
944.06327,95.3,2.1,0.6,1.8,800
928.33547,95,2.1,0.6,2.1,800
913.45883,94.7,2.1,0.6,2.4,800
899.33709,94.4,2.1,0.6,2.7,800
885.89153,94.1,2.1,0.6,3,800
,96.8,2.1,0.9,0,800
,96.5,2.1,0.9,0.3,800
1090.64058,96.2,2.1,0.9,0.6,800
1061.08306,95.9,2.1,0.9,0.9,800
1035.68946,95.6,2.1,0.9,1.2,800
1013.08582,95.3,2.1,0.9,1.5,800
992.54613,95,2.1,0.9,1.8,800
973.62771,94.7,2.1,0.9,2.1,800
956.03483,94.4,2.1,0.9,2.4,800
939.55695,94.1,2.1,0.9,2.7,800
924.03696,93.8,2.1,0.9,3,800
,96.5,2.1,1.2,0,800
,96.2,2.1,1.2,0.3,800
,95.9,2.1,1.2,0.6,800
,95.6,2.1,1.2,0.9,800
,95.3,2.1,1.2,1.2,800
1091.77382,95,2.1,1.2,1.5,800
1059.78595,94.7,2.1,1.2,1.8,800
1033.20346,94.4,2.1,1.2,2.1,800
1009.929,94.1,2.1,1.2,2.4,800
988.98224,93.8,2.1,1.2,2.7,800
969.80631,93.5,2.1,1.2,3,800
,96.2,2.1,1.5,0,800
,95.9,2.1,1.5,0.3,800
,95.6,2.1,1.5,0.6,800
,95.3,2.1,1.5,0.9,800
,95,2.1,1.5,1.2,800
,94.7,2.1,1.5,1.5,800
,94.4,2.1,1.5,1.8,800
,94.1,2.1,1.5,2.1,800
1105.37824,93.8,2.1,1.5,2.4,800
1064.80656,93.5,2.1,1.5,2.7,800
1034.69216,93.2,2.1,1.5,3,800
,95.9,2.1,1.8,0,800
,95.6,2.1,1.8,0.3,800
,95.3,2.1,1.8,0.6,800
,95,2.1,1.8,0.9,800
,94.7,2.1,1.8,1.2,800
,94.4,2.1,1.8,1.5,800
,94.1,2.1,1.8,1.8,800
,93.8,2.1,1.8,2.1,800
,93.5,2.1,1.8,2.4,800
,93.2,2.1,1.8,2.7,800
,92.9,2.1,1.8,3,800
,95.6,2.1,2.1,0,800
,95.3,2.1,2.1,0.3,800
,95,2.1,2.1,0.6,800
,94.7,2.1,2.1,0.9,800
,94.4,2.1,2.1,1.2,800
,94.1,2.1,2.1,1.5,800
,93.8,2.1,2.1,1.8,800
,93.5,2.1,2.1,2.1,800
,93.2,2.1,2.1,2.4,800
,92.9,2.1,2.1,2.7,800
,92.6,2.1,2.1,3,800
,95.3,2.1,2.4,0,800
,95,2.1,2.4,0.3,800
,94.7,2.1,2.4,0.6,800
,94.4,2.1,2.4,0.9,800
,94.1,2.1,2.4,1.2,800
,93.8,2.1,2.4,1.5,800
,93.5,2.1,2.4,1.8,800
,93.2,2.1,2.4,2.1,800
,92.9,2.1,2.4,2.4,800
,92.6,2.1,2.4,2.7,800
,92.3,2.1,2.4,3,800
,95,2.1,2.7,0,800
,94.7,2.1,2.7,0.3,800
,94.4,2.1,2.7,0.6,800
,94.1,2.1,2.7,0.9,800
,93.8,2.1,2.7,1.2,800
,93.5,2.1,2.7,1.5,800
,93.2,2.1,2.7,1.8,800
,92.9,2.1,2.7,2.1,800
,92.6,2.1,2.7,2.4,800
,92.3,2.1,2.7,2.7,800
,92,2.1,2.7,3,800
,94.7,2.1,3,0,800
,94.4,2.1,3,0.3,800
,94.1,2.1,3,0.6,800
,93.8,2.1,3,0.9,800
,93.5,2.1,3,1.2,800
,93.2,2.1,3,1.5,800
,92.9,2.1,3,1.8,800
,92.6,2.1,3,2.1,800
,92.3,2.1,3,2.4,800
,92,2.1,3,2.7,800
,91.7,2.1,3,3,800
980.84016,97.4,2.4,0,0,800
961.72809,97.1,2.4,0,0.3,800
943.87839,96.8,2.4,0,0.6,800
927.1104,96.5,2.4,0,0.9,800
911.28496,96.2,2.4,0,1.2,800
896.29175,95.9,2.4,0,1.5,800
882.04127,95.6,2.4,0,1.8,800
868.45951,95.3,2.4,0,2.1,800
855.48439,95,2.4,0,2.4,800
843.06313,94.7,2.4,0,2.7,800
831.15043,94.4,2.4,0,3,800
1037.60294,97.1,2.4,0.3,0,800
1014.32616,96.8,2.4,0.3,0.3,800
993.11816,96.5,2.4,0.3,0.6,800
973.5555,96.2,2.4,0.3,0.9,800
955.35001,95.9,2.4,0.3,1.2,800
938.29367,95.6,2.4,0.3,1.5,800
922.22959,95.3,2.4,0.3,1.8,800
907.03541,95,2.4,0.3,2.1,800
892.61314,94.7,2.4,0.3,2.4,800
878.88263,94.4,2.4,0.3,2.7,800
865.77718,94.1,2.4,0.3,3,800
1118.78962,96.8,2.4,0.6,0,800
1083.68604,96.5,2.4,0.6,0.3,800
1054.82409,96.2,2.4,0.6,0.6,800
1029.69324,95.9,2.4,0.6,0.9,800
1007.16028,95.6,2.4,0.6,1.2,800
986.59302,95.3,2.4,0.6,1.5,800
967.59286,95,2.4,0.6,1.8,800
949.88737,94.7,2.4,0.6,2.1,800
933.27932,94.4,2.4,0.6,2.4,800
917.6197,94.1,2.4,0.6,2.7,800
902.79213,93.8,2.4,0.6,3,800
,96.5,2.4,0.9,0,800
,96.2,2.4,0.9,0.3,800
,95.9,2.4,0.9,0.6,800
1116.01832,95.6,2.4,0.9,0.9,800
1079.28663,95.3,2.4,0.9,1.2,800
1049.90765,95,2.4,0.9,1.5,800
1024.6217,94.7,2.4,0.9,1.8,800
1002.08841,94.4,2.4,0.9,2.1,800
981.59471,94.1,2.4,0.9,2.4,800
962.70422,93.8,2.4,0.9,2.7,800
945.12487,93.5,2.4,0.9,3,800
,96.2,2.4,1.2,0,800
,95.9,2.4,1.2,0.3,800
,95.6,2.4,1.2,0.6,800
,95.3,2.4,1.2,0.9,800
,95,2.4,1.2,1.2,800
,94.7,2.4,1.2,1.5,800
1126.80464,94.4,2.4,1.2,1.8,800
1081.57223,94.1,2.4,1.2,2.1,800
1049.28153,93.8,2.4,1.2,2.4,800
1022.5226,93.5,2.4,1.2,2.7,800
999.12254,93.2,2.4,1.2,3,800
,95.9,2.4,1.5,0,800
,95.6,2.4,1.5,0.3,800
,95.3,2.4,1.5,0.6,800
,95,2.4,1.5,0.9,800
,94.7,2.4,1.5,1.2,800
,94.4,2.4,1.5,1.5,800
,94.1,2.4,1.5,1.8,800
,93.8,2.4,1.5,2.1,800
,93.5,2.4,1.5,2.4,800
,93.2,2.4,1.5,2.7,800
1097.33597,92.9,2.4,1.5,3,800
,95.6,2.4,1.8,0,800
,95.3,2.4,1.8,0.3,800
,95,2.4,1.8,0.6,800
,94.7,2.4,1.8,0.9,800
,94.4,2.4,1.8,1.2,800
,94.1,2.4,1.8,1.5,800
,93.8,2.4,1.8,1.8,800
,93.5,2.4,1.8,2.1,800
,93.2,2.4,1.8,2.4,800
,92.9,2.4,1.8,2.7,800
,92.6,2.4,1.8,3,800
,95.3,2.4,2.1,0,800
,95,2.4,2.1,0.3,800
,94.7,2.4,2.1,0.6,800
,94.4,2.4,2.1,0.9,800
,94.1,2.4,2.1,1.2,800
,93.8,2.4,2.1,1.5,800
,93.5,2.4,2.1,1.8,800
,93.2,2.4,2.1,2.1,800
,92.9,2.4,2.1,2.4,800
,92.6,2.4,2.1,2.7,800
,92.3,2.4,2.1,3,800
,95,2.4,2.4,0,800
,94.7,2.4,2.4,0.3,800
,94.4,2.4,2.4,0.6,800
,94.1,2.4,2.4,0.9,800
,93.8,2.4,2.4,1.2,800
,93.5,2.4,2.4,1.5,800
,93.2,2.4,2.4,1.8,800
,92.9,2.4,2.4,2.1,800
,92.6,2.4,2.4,2.4,800
,92.3,2.4,2.4,2.7,800
,92,2.4,2.4,3,800
,94.7,2.4,2.7,0,800
,94.4,2.4,2.7,0.3,800
,94.1,2.4,2.7,0.6,800
,93.8,2.4,2.7,0.9,800
,93.5,2.4,2.7,1.2,800
,93.2,2.4,2.7,1.5,800
,92.9,2.4,2.7,1.8,800
,92.6,2.4,2.7,2.1,800
,92.3,2.4,2.7,2.4,800
,92,2.4,2.7,2.7,800
,91.7,2.4,2.7,3,800
,94.4,2.4,3,0,800
,94.1,2.4,3,0.3,800
,93.8,2.4,3,0.6,800
,93.5,2.4,3,0.9,800
,93.2,2.4,3,1.2,800
,92.9,2.4,3,1.5,800
,92.6,2.4,3,1.8,800
,92.3,2.4,3,2.1,800
,92,2.4,3,2.4,800
,91.7,2.4,3,2.7,800
,91.4,2.4,3,3,800
1012.42672,97.1,2.7,0,0,800
990.43573,96.8,2.7,0,0.3,800
970.18771,96.5,2.7,0,0.6,800
951.36892,96.2,2.7,0,0.9,800
933.75494,95.9,2.7,0,1.2,800
917.17772,95.6,2.7,0,1.5,800
901.50697,95.3,2.7,0,1.8,800
886.6389,95,2.7,0,2.1,800
872.48897,94.7,2.7,0,2.4,800
858.98713,94.4,2.7,0,2.7,800
846.07444,94.1,2.7,0,3,800
1081.67501,96.8,2.7,0.3,0,800
1052.34487,96.5,2.7,0.3,0.3,800
1026.75275,96.2,2.7,0.3,0.6,800
1003.78067,95.9,2.7,0.3,0.9,800
982.79876,95.6,2.7,0.3,1.2,800
963.40746,95.3,2.7,0.3,1.5,800
945.3326,95,2.7,0.3,1.8,800
928.3751,94.7,2.7,0.3,2.1,800
912.3843,94.4,2.7,0.3,2.4,800
897.24235,94.1,2.7,0.3,2.7,800
882.85473,93.8,2.7,0.3,3,800
,96.5,2.7,0.6,0,800
,96.2,2.7,0.6,0.3,800
1108.41093,95.9,2.7,0.6,0.6,800
1073.53815,95.6,2.7,0.6,0.9,800
1044.79952,95.3,2.7,0.6,1.2,800
1019.74474,95,2.7,0.6,1.5,800
997.25914,94.7,2.7,0.6,1.8,800
976.71859,94.4,2.7,0.6,2.1,800
957.72888,94.1,2.7,0.6,2.4,800
940.02037,93.8,2.7,0.6,2.7,800
923.39786,93.5,2.7,0.6,3,800
,96.2,2.7,0.9,0,800
,95.9,2.7,0.9,0.3,800
,95.6,2.7,0.9,0.6,800
,95.3,2.7,0.9,0.9,800
,95,2.7,0.9,1.2,800
1108.27231,94.7,2.7,0.9,1.5,800
1070.69731,94.4,2.7,0.9,1.8,800
1040.91385,94.1,2.7,0.9,2.1,800
1015.36952,93.8,2.7,0.9,2.4,800
992.64498,93.5,2.7,0.9,2.7,800
971.99575,93.2,2.7,0.9,3,800
,95.9,2.7,1.2,0,800
,95.6,2.7,1.2,0.3,800
,95.3,2.7,1.2,0.6,800
,95,2.7,1.2,0.9,800
,94.7,2.7,1.2,1.2,800
,94.4,2.7,1.2,1.5,800
,94.1,2.7,1.2,1.8,800
,93.8,2.7,1.2,2.1,800
1124.62126,93.5,2.7,1.2,2.4,800
1074.9583,93.2,2.7,1.2,2.7,800
1041.3802,92.9,2.7,1.2,3,800
,95.6,2.7,1.5,0,800
,95.3,2.7,1.5,0.3,800
,95,2.7,1.5,0.6,800
,94.7,2.7,1.5,0.9,800
,94.4,2.7,1.5,1.2,800
,94.1,2.7,1.5,1.5,800
,93.8,2.7,1.5,1.8,800
,93.5,2.7,1.5,2.1,800
,93.2,2.7,1.5,2.4,800
,92.9,2.7,1.5,2.7,800
,92.6,2.7,1.5,3,800
,95.3,2.7,1.8,0,800
,95,2.7,1.8,0.3,800
,94.7,2.7,1.8,0.6,800
,94.4,2.7,1.8,0.9,800
,94.1,2.7,1.8,1.2,800
,93.8,2.7,1.8,1.5,800
,93.5,2.7,1.8,1.8,800
,93.2,2.7,1.8,2.1,800
,92.9,2.7,1.8,2.4,800
,92.6,2.7,1.8,2.7,800
,92.3,2.7,1.8,3,800
,95,2.7,2.1,0,800
,94.7,2.7,2.1,0.3,800
,94.4,2.7,2.1,0.6,800
,94.1,2.7,2.1,0.9,800
,93.8,2.7,2.1,1.2,800
,93.5,2.7,2.1,1.5,800
,93.2,2.7,2.1,1.8,800
,92.9,2.7,2.1,2.1,800
,92.6,2.7,2.1,2.4,800
,92.3,2.7,2.1,2.7,800
,92,2.7,2.1,3,800
,94.7,2.7,2.4,0,800
,94.4,2.7,2.4,0.3,800
,94.1,2.7,2.4,0.6,800
,93.8,2.7,2.4,0.9,800
,93.5,2.7,2.4,1.2,800
,93.2,2.7,2.4,1.5,800
,92.9,2.7,2.4,1.8,800
,92.6,2.7,2.4,2.1,800
,92.3,2.7,2.4,2.4,800
,92,2.7,2.4,2.7,800
,91.7,2.7,2.4,3,800
,94.4,2.7,2.7,0,800
,94.1,2.7,2.7,0.3,800
,93.8,2.7,2.7,0.6,800
,93.5,2.7,2.7,0.9,800
,93.2,2.7,2.7,1.2,800
,92.9,2.7,2.7,1.5,800
,92.6,2.7,2.7,1.8,800
,92.3,2.7,2.7,2.1,800
,92,2.7,2.7,2.4,800
,91.7,2.7,2.7,2.7,800
,91.4,2.7,2.7,3,800
,94.1,2.7,3,0,800
,93.8,2.7,3,0.3,800
,93.5,2.7,3,0.6,800
,93.2,2.7,3,0.9,800
,92.9,2.7,3,1.2,800
,92.6,2.7,3,1.5,800
,92.3,2.7,3,1.8,800
,92,2.7,3,2.1,800
,91.7,2.7,3,2.4,800
,91.4,2.7,3,2.7,800
,91.1,2.7,3,3,800
1053.22954,96.8,3,0,0,800
1026.55923,96.5,3,0,0.3,800
1002.7066,96.2,3,0,0.6,800
980.97153,95.9,3,0,0.9,800
960.91674,95.6,3,0,1.2,800
942.24538,95.3,3,0,1.5,800
924.74375,95,3,0,1.8,800
908.25114,94.7,3,0,2.1,800
892.64257,94.4,3,0,2.4,800
877.81824,94.1,3,0,2.7,800
863.69677,93.8,3,0,3,800
,96.5,3,0.3,0,800
1108.00087,96.2,3,0.3,0.3,800
1072.68514,95.9,3,0.3,0.6,800
1043.45613,95.6,3,0.3,0.9,800
1017.92539,95.3,3,0.3,1.2,800
994.98895,95,3,0.3,1.5,800
974.02346,94.7,3,0.3,1.8,800
954.63318,94.4,3,0.3,2.1,800
936.54648,94.1,3,0.3,2.4,800
919.56624,93.8,3,0.3,2.7,800
903.54337,93.5,3,0.3,3,800
,96.2,3,0.6,0,800
,95.9,3,0.6,0.3,800
,95.6,3,0.6,0.6,800
,95.3,3,0.6,0.9,800
1102.26164,95,3,0.6,1.2,800
1066.48485,94.7,3,0.6,1.5,800
1037.26883,94.4,3,0.6,1.8,800
1011.89716,94.1,3,0.6,2.1,800
989.17278,93.8,3,0.6,2.4,800
968.43678,93.5,3,0.6,2.7,800
949.27765,93.2,3,0.6,3,800
,95.9,3,0.9,0,800
,95.6,3,0.9,0.3,800
,95.3,3,0.9,0.6,800
,95,3,0.9,0.9,800
,94.7,3,0.9,1.2,800
,94.4,3,0.9,1.5,800
,94.1,3,0.9,1.8,800
1106.13658,93.8,3,0.9,2.1,800
1065.75606,93.5,3,0.9,2.4,800
1034.73121,93.2,3,0.9,2.7,800
1008.42805,92.9,3,0.9,3,800
,95.6,3,1.2,0,800
,95.3,3,1.2,0.3,800
,95,3,1.2,0.6,800
,94.7,3,1.2,0.9,800
,94.4,3,1.2,1.2,800
,94.1,3,1.2,1.5,800
,93.8,3,1.2,1.8,800
,93.5,3,1.2,2.1,800
,93.2,3,1.2,2.4,800
,92.9,3,1.2,2.7,800
,92.6,3,1.2,3,800
,95.3,3,1.5,0,800
,95,3,1.5,0.3,800
,94.7,3,1.5,0.6,800
,94.4,3,1.5,0.9,800
,94.1,3,1.5,1.2,800
,93.8,3,1.5,1.5,800
,93.5,3,1.5,1.8,800
,93.2,3,1.5,2.1,800
,92.9,3,1.5,2.4,800
,92.6,3,1.5,2.7,800
,92.3,3,1.5,3,800
,95,3,1.8,0,800
,94.7,3,1.8,0.3,800
,94.4,3,1.8,0.6,800
,94.1,3,1.8,0.9,800
,93.8,3,1.8,1.2,800
,93.5,3,1.8,1.5,800
,93.2,3,1.8,1.8,800
,92.9,3,1.8,2.1,800
,92.6,3,1.8,2.4,800
,92.3,3,1.8,2.7,800
,92,3,1.8,3,800
,94.7,3,2.1,0,800
,94.4,3,2.1,0.3,800
,94.1,3,2.1,0.6,800
,93.8,3,2.1,0.9,800
,93.5,3,2.1,1.2,800
,93.2,3,2.1,1.5,800
,92.9,3,2.1,1.8,800
,92.6,3,2.1,2.1,800
,92.3,3,2.1,2.4,800
,92,3,2.1,2.7,800
,91.7,3,2.1,3,800
,94.4,3,2.4,0,800
,94.1,3,2.4,0.3,800
,93.8,3,2.4,0.6,800
,93.5,3,2.4,0.9,800
,93.2,3,2.4,1.2,800
,92.9,3,2.4,1.5,800
,92.6,3,2.4,1.8,800
,92.3,3,2.4,2.1,800
,92,3,2.4,2.4,800
,91.7,3,2.4,2.7,800
,91.4,3,2.4,3,800
,94.1,3,2.7,0,800
,93.8,3,2.7,0.3,800
,93.5,3,2.7,0.6,800
,93.2,3,2.7,0.9,800
,92.9,3,2.7,1.2,800
,92.6,3,2.7,1.5,800
,92.3,3,2.7,1.8,800
,92,3,2.7,2.1,800
,91.7,3,2.7,2.4,800
,91.4,3,2.7,2.7,800
,91.1,3,2.7,3,800
,93.8,3,3,0,800
,93.5,3,3,0.3,800
,93.2,3,3,0.6,800
,92.9,3,3,0.9,800
,92.6,3,3,1.2,800
,92.3,3,3,1.5,800
,92,3,3,1.8,800
,91.7,3,3,2.1,800
,91.4,3,3,2.4,800
,91.1,3,3,2.7,800
,90.8,3,3,3,800